object_id,category,title,caption,image_file_path
PIA09653,star cluster,Galaxy Evolution Explorer Spies Band of Stars,"Globular star cluster NGC 362, in a false-color image from NASA's Galaxy Evolution Explorer. Image credit: NASA/JPL-Caltech/Univ. of Virginia   The Galaxy Evolution Explorer's ultraviolet eyes have captured a globular star cluster, called NGC 362, in our own Milky Way galaxy. In this new image, the cluster appears next to stars from a more distant neighboring galaxy, known as the Small Magellanic Cloud.   ""This image is so interesting because it allows a study of the final stages of evolution of low-mass stars in NGC 362, as well as the history of star formation in the Small Magellanic Cloud,"" said Ricardo Schiavon of the University of Virginia, Charlottesville, Va.   Globular clusters are densely packed bunches of old stars scattered in galaxies throughout the universe. NGC 362, located 30,000 light-years away, can be spotted as the dense collection of mostly yellow-tinted stars surrounding a large white-yellow spot toward the top-right of this image. The white spot is actually the core of the cluster, which is made up of stars so closely packed together that the Galaxy Evolution Explorer cannot see them individually.   The light blue dots surrounding the cluster core are called extreme horizontal branch stars. These stars used to be very similar to our sun and are nearing the end of their lives. They are very hot, with temperatures reaching up to about four times that of the surface of our sun (25,000 Kelvin or 45,500 degrees Fahrenheit).   A star like our sun spends most of its life fusing hydrogen atoms in its core into helium. When the star runs out of hydrogen in its core, its outer envelope will expand. The star then becomes a red giant, which burns hydrogen in a shell surrounding its inner core. Throughout its life as a red giant, the star loses a lot of mass, then begins to burn helium at its core. Some stars will have lost so much mass at the end of this process, up to 85 percent of their envelopes, that most of the envelope is gone. What is left is a very hot ultraviolet-bright core, or extreme horizontal branch star.   Blue dots scattered throughout the image are hot, young stars in the Small Magellanic Cloud, a satellite galaxy of the Milky Way located approximately 200,000 light-years away. The stars in this galaxy are much brighter intrinsically than extreme horizontal branch stars, but they appear just as bright because they are farther away. The blue stars in the Small Magellanic Cloud are only about a few tens of millions of years old, much younger than the approximately 10-million-year-old stars in NGC 362.   Because NGC 362 sits on the northern edge of the Small Magellanic Cloud galaxy, the blue stars are denser toward the south, or bottom, of the image.   Some of the yellow spots in this image are stars in the Milky Way galaxy that are along this line of sight. Astronomers believe that some of the other spots, particularly those closer to NGC 362, might actually be a relatively ultraviolet-dim family of stars called ""blue stragglers."" These stars are formed from collisions or close encounters between two closely orbiting stars in a globular cluster.   ""This observation could only be done with the Galaxy Evolution Explorer because it is the only ultraviolet imager available to the astronomical community with such a large field of view,"" said Schiavon.   This image is a false-color composite, where light detected by the Galaxy Evolution Explorer's far-ultraviolet detector is colored blue, and light from the telescope's near-ultraviolet detector is red.       Written by Linda Vu, Spitzer Science Center Media contact: Whitney Clavin/JPL (818) 354-4673",vlm_images/PIA09653.jpg
PIA18249,star cluster,Inside the Flame Nebula,"This composite image shows one of the clusters, NGC 2024, which is found in the center of the so-called Flame Nebula about 1,400 light years from Earth. Astronomers have studied two star clusters using NASA Chandra and infrared telescopes.",vlm_images/PIA18249.jpg
PIA09926,star cluster,Infrared Coronet Cluster,"This image from NASA Spitzer Space Telescope shows young stars plus diffuse emission from dust. The Corona Australis region containing, at its heart, the Coronet cluster is one of the nearest and most active regions of ongoing star formation.",vlm_images/PIA09926.jpg
PIA12235,moon,Nearside of the Moon,Nearside of the Moon,vlm_images/PIA12235.jpg
Moon to Mars Multidisciplinary Science,moon,Moon to Mars Multidisciplinary Science,This illustration of Moon to Mars multidisciplinary science shows astronauts collecting and analyzing lunar regolith. NASA’s Moon to Mars Objectives establish an objectives-based approach to the agency's human deep space exploration efforts; NASA’s Moon to Mars Architecture approach distills the objectives into operational capabilities and elements.,vlm_images/Moon to Mars Multidisciplinary Science.jpg
Moon to Mars Operations,moon,Moon to Mars Operations,This illustration of Moon to Mars operations shows an astronaut piloting a robotic arm to manipulate cargo on Mars. NASA’s Moon to Mars Objectives establish an objectives-based approach to the agency's human deep space exploration efforts; NASA’s Moon to Mars Architecture approach distills the objectives into operational capabilities and elements.,vlm_images/Moon to Mars Operations.jpg
Moon to Mars Infrastructure,moon,Moon to Mars Infrastructure,This illustration of Moon to Mars infrastructure shows astronauts living and working on the surface of Mars. NASA’s Moon to Mars Objectives establish an objectives-based approach to the agency's human deep space exploration efforts; NASA’s Moon to Mars Architecture approach distills the objectives into operational capabilities and elements.,vlm_images/Moon to Mars Infrastructure.jpg
Moon to Mars Transportation and Habitation,moon,Moon to Mars Transportation and Habitation,This illustration of Moon to Mars transportation and habitation shows astronauts driving a pressurized rover away from the dome of a translucent lunar habitat. NASA’s Moon to Mars Objectives establish an objectives-based approach to the agency's human deep space exploration efforts; NASA’s Moon to Mars Architecture approach distills the objectives into operational capabilities and elements.,vlm_images/Moon to Mars Transportation and Habitation.jpg
PIA12228,moon,Cassini Look at Water on the Moon,Cassini Look at Water on the Moon,vlm_images/PIA12228.jpg
PIA12229,moon,Mineral Mapping the Moon,Mineral Mapping the Moon,vlm_images/PIA12229.jpg
PIA12233,moon,"Mapping the Moon, Point by Point","Mapping the Moon, Point by Point",vlm_images/PIA12233.jpg
PIA13496,moon,The Moon Largest Impact Basin,The Moon Largest Impact Basin,vlm_images/PIA13496.jpg
PIA13516,moon,Moon seen from the East,Moon seen from the East,vlm_images/PIA13516.jpg
PIA13642,moon,Highest Point on the Moon,Highest Point on the Moon,vlm_images/PIA13642.jpg
PIA13998,moon,Challenger Astronauts Memorialized on the Moon,Challenger Astronauts Memorialized on the Moon,vlm_images/PIA13998.jpg
PIA13515,moon,Natural Bridge on the Moon,Natural Bridge on the Moon,vlm_images/PIA13515.jpg
PIA13227,moon,The Earth from the Moon,The Earth from the Moon,vlm_images/PIA13227.jpg
PIA14114,moon,The Moon as seen by MESSENGER,The Moon as seen by MESSENGER,vlm_images/PIA14114.jpg
PIA16622,moon,GRAIL Gravity Tour of the Moon,GRAIL Gravity Tour of the Moon,vlm_images/PIA16622.jpg
PIA00404,moon,"Moon - North Polar Mosaic, Color","Moon - North Polar Mosaic, Color  http://photojournal.jpl.nasa.gov/catalog/PIA00404",vlm_images/PIA00404.jpg
PIA00231,moon,Moon As Seen By NIMS,These four images of the Moon are from data acquired by NASA Galileo spacecraft Near-Earth Mapping Spectrometer during Galileo December 1992 Earth/Moon flyby.  http://photojournal.jpl.nasa.gov/catalog/PIA00231,vlm_images/PIA00231.jpg
PIA00126,moon,Moon - North Pole,"This view of the north polar region of the Moon was obtained by NASA's Galileo camera during the spacecraft flyby of the Earth-Moon system on December 7 and 8, 1992.  http://photojournal.jpl.nasa.gov/catalog/PIA00126",vlm_images/PIA00126.jpg
PIA00129,moon,Moon - False Color Mosaic,"This false-color mosaic of part of the Moon was constructed from 54 images taken by the imaging system aboard NASA's Galileo as the spacecraft flew past the Moon on December 7, 1992.  http://photojournal.jpl.nasa.gov/catalog/PIA00129",vlm_images/PIA00129.jpg
PIA16623,moon,GRAIL Bouguer Gravity Moon Map,GRAIL Bouguer Gravity Moon Map,vlm_images/PIA16623.jpg
PIA00132,moon,Moon - False Color Mosaic,"This false-color photograph is a composite of 15 images of the Moon taken through three color filters NASA's Galileo solid-state imaging system during the spacecraft passage through the Earth-Moon system on December 8, 1992.  http://photojournal.jpl.nasa.gov/catalog/PIA00132",vlm_images/PIA00132.jpg
PIA02322,moon,Triptych of the Moon,"This composite image was made from NASA Cassini which captured a significant portion of the Moon during a Moon flyby imaging sequence.All three images have been scaled so that the brightness of Crisium basin, the dark circular region in the upper right,",vlm_images/PIA02322.jpg
PIA11727,moon,NASA Moon Mineralogy Mapper,"Different wavelengths of light provide new information about the Orientale Basin region of the moon in a composite image taken by NASA Moon Mineralogy Mapper, a guest instrument aboard the Indian Space Research Organization Chandrayaan-1 spacecraft.",vlm_images/PIA11727.jpg
PIA12158,moon,Moon Mapper Looks Homeward,"NASA Moon Minerology Mapper, a guest instrument onboard the Indian Space Research Organization Chandrayaan-1 mission to the moon, looks homeward. Australia is visible in the lower center of the image.",vlm_images/PIA12158.jpg
PIA12232,moon,Dispersing Light through the Moon Mineralogy Mapper,Dispersing Light through the Moon Mineralogy Mapper,vlm_images/PIA12232.jpg
art002e004438,moon,To the Moon,"art002e004438 (April 3, 2026) - A view of the Moon taken by an Artemis II crewmember through the window of the Orion spacecraft on the third day of the mission. The image includes a portion of the Orientale basin (far left), a first for humans and human eyes. Until today, only robotic imagers have seen this region of our Moon.",vlm_images/art002e004438.jpg
201103190001HQ,moon,Perigee Moon,"The full moon is seen as it rises near the Lincoln Memorial, Saturday, March 19, 2011, in Washington. The full moon tonight is called a ""Super Perigee Moon"" since it is at it's closest to Earth in 2011. The last full moon so big and close to Earth occurred in March of 1993.",vlm_images/201103190001HQ.jpg
Artemis II at the pad Moon 01292026_4,moon,Moon Seen behind Full Artemis II Stack at Launch Pad 39B,"The Moon is seen behind the SLS (Space Launch System) and Orion spacecraft, atop the mobile launcher on January 28, 2026. The rocket is currently at Launch Pad 39B at NASA’s Kennedy Space Center in Florida, as teams are preparing for a wet dress rehearsal to practice timelines and procedures for the launch of Artemis II. 508 Description:The Moon is seen shining over the SLS (Space Launch System) and Orion spacecraft, atop the mobile launcher on January 29, 2026. The rocket is currently at Launch Pad 39B at NASA’s Kennedy Space Center in Florida, as teams are preparing for a wet dress rehearsal to practice timelines and procedures for the launch of Artemis II.",vlm_images/Artemis II at the pad Moon 01292026_4.jpg
Artemis II at the pad Moon 01292026_1,moon,Moon Seen Shining on Full Artemis II Stack at Launch Pad 39B,"The Moon is seen shining over the SLS (Space Launch System) and Orion spacecraft, atop the mobile launcher on January 28, 2026. The rocket is currently at Launch Pad 39B at NASA’s Kennedy Space Center in Florida, as teams are preparing for a wet dress rehearsal to practice timelines and procedures for the launch of Artemis II. 508 Description:The Moon is seen shining over the SLS (Space Launch System) and Orion spacecraft, atop the mobile launcher on January 29, 2026. The rocket is currently at Launch Pad 39B at NASA’s Kennedy Space Center in Florida, as teams are preparing for a wet dress rehearsal to practice timelines and procedures for the launch of Artemis II.",vlm_images/Artemis II at the pad Moon 01292026_1.jpg
GSFC_20171208_Archive_e001982,moon,The Moon,"This composite image of the moon using Clementine data from 1994 is the view we are most likely to see when the moon is full.   Credit: NASA  To learn about NASA's LRO project go to: <a href=""http://www.nasa.gov/mission_pages/LRO/main/index.html"" rel=""nofollow"">www.nasa.gov/mission_pages/LRO/main/index.html</a>  <b><a href=""http://www.nasa.gov/centers/goddard/home/index.html"" rel=""nofollow"">NASA Goddard Space Flight Center</a></b>  contributes to NASA’s mission through four scientific endeavors: Earth Science, Heliophysics, Solar System Exploration, and Astrophysics. Goddard plays a leading role in NASA’s endeavors by providing compelling scientific knowledge to advance the Agency’s mission.  <b>Follow us on <a href=""http://twitter.com/NASA_GoddardPix"" rel=""nofollow"">Twitter</a></b>  <b>Join us on <a href=""http://www.facebook.com/pages/Greenbelt-MD/NASA-Goddard/395013845897?ref=tsd"" rel=""nofollow"">Facebook</a></b>",vlm_images/GSFC_20171208_Archive_e001982.jpg
PIA23210,moon,Wrinkle Ridges on the Moon,Scientists have discovered these wrinkle ridges in a region of the Moon called Mare Frigoris. These ridges add to evidence that the Moon has an actively changing surface. This image was taken by NASA's Lunar Reconnaissance Orbiter (LRO).  https://photojournal.jpl.nasa.gov/catalog/PIA23210,vlm_images/PIA23210.jpg
PIA17666,comet,Rosetta at Comet,Artist impression of the Rosetta orbiter at comet 67P/Churyumova-Gerasimenko. The image is not to scale.,vlm_images/PIA17666.jpg
PIA19838,comet,Comet Scientists Honor Colleagues,"Scientists from the European Space Agency Rosetta team have honored two late team members by naming comet features after them. The comet is 67P/Churyumov-Gerasimenko, where the mission successfully landed a probe.  One of the features is shown here in these Rosetta images, with the picture on the right being a close-up view. The ""C. Alexander Gate"" is found on the comet's smaller lobe, and is dedicated to Claudia Alexander, the U.S. project scientist from NASA's Jet Propulsion Laboratory, Pasadena, California, who passed away in July of this year.  Image credit left: ESA's comet viewer http://sci.esa.int/comet-viewer.  http://photojournal.jpl.nasa.gov/catalog/PIA19838",vlm_images/PIA19838.jpg
PIA21072,comet,Comet 67P Seen by Kepler,"The European Space Agency's Rosetta mission concluded its study of comet 67P/Churyumov-Gerasimenko on Sept. 30, 2016. NASA's planet-hunting Kepler spacecraft observed the comet during the final month of the Rosetta mission, while the comet was not visible from Earth. This animation is composed of images from Kepler of the comet.  From Sept. 7 through Sept. 20, the Kepler spacecraft, operating in its K2 mission, fixed its gaze on comet 67P. From the distant vantage point of Kepler, the comet's nucleus and tail could be observed. The long-range view from Kepler complements the closeup view of the Rosetta spacecraft, providing context for the high-resolution investigation Rosetta performed as it descended closer and closer to the comet.  During the two-week period of study, Kepler took a picture of the comet every 30 minutes. The animation shows a period of 29.5 hours of observation from Sept. 17 thru Sept. 18. The comet is seen passing through Kepler's field of view from top right to bottom left, as outlined by the diagonal strip. The white dots represent stars and other regions in space studied during K2's tenth observing campaign.  As a comet travels through space it sheds a tail of gas and dust. The more material that is shed, the more surface area there is to reflect sunlight. A comet's activity level can be obtained by measuring the reflected sunlight. Analyzing the Kepler data, scientists will be able to determine the amount of mass lost each day as comet 67P travels through the solar system.  An animation is available at http://photojournal.jpl.nasa.gov/catalog/PIA21072",vlm_images/PIA21072.jpg
PIA23462,comet,Comet C/2019 Q4,"Comet C/2019 Q4 as imaged by the Canada-France-Hawaii Telescope on Hawaii's Big Island on Sept. 10, 2019.  https://photojournal.jpl.nasa.gov/catalog/PIA23462",vlm_images/PIA23462.jpg
PIA18826,comet,Rosetta Selflessly Offers Beautiful Comet Selfie,"A composite image from a camera on ESA Rosetta mission Philae comet lander shows a solar array, with comet 67P/Churyumov-Gerasimenko in the background.",vlm_images/PIA18826.jpg
PIA19969,comet,Taking a Comet Temperature,"Image of the southern polar regions of comet 67P/Churyumov-Gerasimenko taken by Rosetta Optical, Spectroscopic, and Infrared Remote Imaging System OSIRIS on September 29, 2014, when the comet was still experiencing the long southern winter.  http://photojournal.jpl.nasa.gov/catalog/PIA19969",vlm_images/PIA19969.jpg
PIA18898,comet,Rosetta Comet in 3-D,"A 3D image shows what it would look like to fly over the surface of comet 67P/Churyumov-Gerasimenko. The image was generated by data collected by ESA Philae spacecraft during the decent to the spacecraft initial touchdown on the comet Nov. 12, 2014.",vlm_images/PIA18898.jpg
PIA18376,comet,Rosetta Comet Comes Alive,This still from a sequence of images shows comet 67P/Churyumov-Gerasimenko moving against the background star field.,vlm_images/PIA18376.jpg
PIA18596,comet,Comet Surface Variations,This image from ESA Rosetta spacecraft is of 67P/Churyumov-Gerasimenko shows the diversity of surface structures on the comet nucleus.,vlm_images/PIA18596.jpg
NHQ202007120001,comet,Comet NEOWISE Over Washington,"Comet NEOWISE is seen before sunrise over Washington, Sunday, July 12, 2020. The comet was discovered by NASA’s Near-Earth Object Wide-field Infrared Survey Explorer, or NEOWISE, on March 27. Since then, the comet — called comet C/2020 F3 NEOWISE and nicknamed comet NEOWISE — has been spotted by several NASA spacecraft, including Parker Solar Probe, NASA’s Solar and Terrestrial Relations Observatory, the ESA/NASA Solar and Heliospheric Observatory, and astronauts aboard the International Space Station. Photo Credit: (NASA/Bill Ingalls)",vlm_images/NHQ202007120001.jpg
PIA18403,comet,Rotation and Shape of Rosetta Mission Target Comet,"This frame from an animated sequence combined 36 interpolated images of comet 67P/Churyumov-Gerasimenko, each separated by 20 minutes. This comet is the destination for the European Space Agency Rosetta mission in 2014.",vlm_images/PIA18403.jpg
PIA17693,comet,MESSENGER First Images of Comets Encke and ISON,"As comets C/2012 S1 ISON and the well-known short-period comet 2P/Encke both approached their closest distances to the Sun in November, 2013, they also passed close to the MESSENGER spacecraft orbiting the innermost planet Mercury.",vlm_images/PIA17693.jpg
PIA19042,comet,Dark Side of Comet 67P/Churyumov-Gerasimenko Saturated,"This image of comet 67P/Churyumov-Gerasimenko was obtained on October 30, 2014 by the OSIRIS scientific imaging system on the Rosetta spacecraft. The saturation of the image allows the viewer to see some surface structures on dark side of the comet.",vlm_images/PIA19042.jpg
PIA18874,comet,View of Comet from Lander During Descent,"This image of comet 67P/Churyumov-Gerasimenko was taken by the Philae lander of the European Space Agency Rosetta mission during Philae descent toward the comet on Nov. 12, 2014 from a distance of approximate two miles three kilometers.",vlm_images/PIA18874.jpg
PIA18460,comet,Infrared View of a Comet and Distant Galaxy,"NASA NEOWISE mission captured this series of pictures of comet C/2012 K1 -- also known as comet Pan-STARRS -- as it swept across our skies on May 20, 2014.",vlm_images/PIA18460.jpg
PIA19102,comet,NASA NEOWISE Images Comet C/2014 Q2 Lovejoy,Comet C/2014 Q2 Lovejoy is one of more than 32 comets imaged by NASA NEOWISE mission from December 2013 to December 2014. This image of comet Lovejoy combines a series of observations made in November 2013.,vlm_images/PIA19102.jpg
PIA18899,comet,Rosetta Comet,"This composite is a mosaic comprising four individual Rosetta NAVCAM images taken from 19 miles 31 kilometers from the center of comet 67P/Churyumov-Gerasimenko on Nov. 20, 2014.",vlm_images/PIA18899.jpg
PIA23792,comet,Comet NEOWISE Discovery Images,"Comet C/2020 F3 NEOWISE appears as a string of fuzzy red dots in this composite of several heat-sensitive infrared images taken by NASA's Near-Earth Object Wide-field Infrared Survey Explorer (NEOWISE) mission on March 27, 2020. The comet was discovered using these images to track its motion across the sky against the backdrop of stationary stars and galaxies. These images have been processed such that cyan colors represent NEOWISE's 3.4-micron channel (a wavelength of light approximately seven times longer than the green light that humans see), and red colors represent the NEOWISE 4.6-micron channel. The comet's extended halo, or coma, of gas and dust was already apparent in the discovery images. The comet appears much redder than the background stars and galaxies because it is much cooler and therefore emits more light at longer wavelengths.  https://photojournal.jpl.nasa.gov/catalog/PIA23792",vlm_images/PIA23792.jpg
PIA18429,comet,Distinct Terrains on Rosetta Comet,This view of the belly and part of the head of comet 67P/Churyumov-Gerasimenko indicates several morphologically different regions as seen by ESA Rosetta spacecraft.,vlm_images/PIA18429.jpg
NHQ202007120002,comet,Comet NEOWISE Over Washington,"Comet NEOWISE is seen before sunrise, upper left, over Washington, Sunday, July 12, 2020. The comet was discovered by NASA’s Near-Earth Object Wide-field Infrared Survey Explorer, or NEOWISE, on March 27. Since then, the comet — called comet C/2020 F3 NEOWISE and nicknamed comet NEOWISE — has been spotted by several NASA spacecraft, including Parker Solar Probe, NASA’s Solar and Terrestrial Relations Observatory, the ESA/NASA Solar and Heliospheric Observatory, and astronauts aboard the International Space Station. Photo Credit: (NASA/Bill Ingalls)",vlm_images/NHQ202007120002.jpg
NHQ202007120003,comet,Comet NEOWISE Over Washington,"Comet NEOWISE is seen, upper left, before sunrise over Washington, Sunday, July 12, 2020. The comet was discovered by NASA’s Near-Earth Object Wide-field Infrared Survey Explorer, or NEOWISE, on March 27. Since then, the comet — called comet C/2020 F3 NEOWISE and nicknamed comet NEOWISE — has been spotted by several NASA spacecraft, including Parker Solar Probe, NASA’s Solar and Terrestrial Relations Observatory, the ESA/NASA Solar and Heliospheric Observatory, and astronauts aboard the International Space Station. Photo Credit: (NASA/Bill Ingalls)",vlm_images/NHQ202007120003.jpg
PIA18032,comet,An Infrared portrait of Comet NEOWISE C/2014 C3,"Comet NEOWISE was first observed by NASA NEOWISE spacecraft on Valentine Day, 2014. This heat-sensitive infrared image was made by combining six exposures taken by the NEOWISE mission of the newly discovered comet.",vlm_images/PIA18032.jpg
PIA19687,comet,Rosetta Comet Marches On,"This image, taken by ESA Rosetta navigation camera, was taken from a distance of about 53 miles 86 kilometers from the center of Comet 67P/Churyumov-Gerasimenko on March 14, 2015. The image has a resolution of 24 feet (7 meters) per pixel and is cropped and processed to bring out the details of the comet's activity.  http://photojournal.jpl.nasa.gov/catalog/PIA19687",vlm_images/PIA19687.jpg
PIA19041,comet,Rare Glance at Dark Side of Comet 67P/Churyumov-Gerasimenko,"This is a rare glance at the dark side of comet 67P/Churyumov-Gerasimenko. Light backscattered from dust particles in the comet coma reveals a hint of surface structures. This image was taken by OSIRIS, Rosetta scientific imaging system.",vlm_images/PIA19041.jpg
PIA19096,comet,Philae Lander Setting on Comet Surface,This graphic depicts the position of the Philae lander of the European Space Agency Rosetta mission in the context of topographic modeling of the surface of comet 67P/Churyumov-Gerasimenko nucleus.,vlm_images/PIA19096.jpg
PIA18867,comet,Jagged Horizon on Rosetta Destination Comet,A jagged horizon of the nucleus of comet 67P/Churyumov-Gerasimenko appears in this image taken by the navigation camera on the ESA Rosetta spacecraft during the second half of October 2014.,vlm_images/PIA18867.jpg
PIA18823,comet,Rosetta Comet Fires Its Jets,Four images taken by the ESA Rosetta spacecraft create a montage showing jets of dust and gas escaping from the nucleus of comet 67P/Churyumovâ€“Gerasimenko.,vlm_images/PIA18823.jpg
PIA18422,comet,Rosetta Comet: Imaging the Coma,"This image of the coma of comet 67P/Churyumov-Gerasimenko, seen with ESAS OSIRIS onboard the Rosetta spacecraft, shows the hazy circular structure to the right and center of the coma is an artifact due to overexposure of the nucleus.",vlm_images/PIA18422.jpg
PIA18878,comet,Comet from 40 Meters,"This image was taken by the Philae lander of the European Space Agency Rosetta mission when it was about 130 feet 40 meters above the surface of comet 67P/Churyumov-Gerasimenko during descent to the surface on Nov. 12, 2014.",vlm_images/PIA18878.jpg
PIA18877,comet,Descent to the Surface of a Comet,"This frame from an animated sequence shows the Rosetta mission Philae lander descending toward comet 67P/Churyumov-Gerasimenko not in frame on Nov. 12, 2014. The images are from the OSIRIS narrow-angle camera on the ESA Rosetta orbiter.",vlm_images/PIA18877.jpg
PIA23165,comet,Comet C/2018 Y1 Iwamoto,"Comet C/2018 Y1 Iwamoto as imaged in multiple exposures of infrared light by the NEOWISE space telescope. The infrared images were taken on Feb. 25, 2019, when the comet was about 56 million miles, or 90 million kilometers, from Earth. C/2018 Y1 Iwamoto is a long-period comet originally from the Oort Cloud and coming in near the Sun for the first time in over 1,000 years.  Appearing as a string of red dots, this comet can be seen in a series of exposures captured by the spacecraft. Infrared light detected by the 3.4-micron channel is mapped to blue and green, while light from the 4.6-micron channel is mapped to red. In this image, stars show up as blue because they are hotter, whereas the cooler dust around the comet - with a temperature near the freezing point of water - glows red.   Movie available at https://photojournal.jpl.nasa.gov/catalog/PIA23165",vlm_images/PIA23165.jpg
PIA19298,comet,Comet Scanned by NASA Radar,"These radar images of comet P/2016 BA14 were taken on March 22, 2016, by scientists using an antenna of NASA Deep Space Network at Goldstone, CA. At the time, the comet was about 2.2 million miles 3.6 million kilometers from Earth.",vlm_images/PIA19298.jpg
PIA06909,supernova,Kepler Supernova Remnant: A View from Hubble Space Telescope,"This image represents a view of NASA Kepler supernova remnant taken in X-rays, visible light, and infrared radiation, indicating that the bubble of gas that makes up the supernova remnant appears different in various types of light.  http://photojournal.jpl.nasa.gov/catalog/PIA06909",vlm_images/PIA06909.jpg
PIA22350,supernova,Kepler Beyond Planets: Finding Exploding Stars (Core Collapse Supernova),"This image from an animation shows a gigantic star exploding in a ""core collapse"" supernova. As atoms fuse inside the star, eventually the star can't support its own weight anymore. Gravity makes the star collapse on itself. Core collapse supernovae are called type Ib, Ic, or II depending on the chemical elements present.  Stellar explosions forge and distribute materials that make up the world in which we live, and also hold clues to how fast the universe is expanding. By understanding supernovae, scientists can unlock mysteries that are key to what we are made of and the fate of our universe. But to get the full picture, scientists must observe supernovae from a variety of perspectives, especially in the first moments of the explosion. That's really difficult -- there's no telling when or where a supernova might happen next.  An animation is available at https://photojournal.jpl.nasa.gov/catalog/PIA22350",vlm_images/PIA22350.jpg
PIA06910,supernova,Kepler Supernova Remnant: A View from Spitzer Space Telescope,"This Spitzer false-color image is a composite of data from the 24 micron channel of Spitzer's multiband imaging photometer (red), and three channels of its infrared array camera: 8 micron (yellow), 5.6 micron (blue), and 4.8 micron (green). Stars are most prominent in the two shorter wavelengths, causing them to show up as turquoise. The supernova remnant is most prominent at 24 microns, arising from dust that has been heated by the supernova shock wave, and re-radiated in the infrared. The 8 micron data shows infrared emission from regions closely associated with the optically emitting regions. These are the densest regions being encountered by the shock wave, and probably arose from condensations in the surrounding material that was lost by the supernova star before it exploded. The composite above (PIA06908, PIA06909, and PIA06910) represent views of Kepler's supernova remnant taken in X-rays, visible light, and infrared radiation.  Each top panel in the composite above shows the entire remnant. Each color in the composite represents a different region of the electromagnetic spectrum, from X-rays to infrared light. The X-ray and infrared data cannot be seen with the human eye. Astronomers have color-coded those data so they can be seen in these images.  http://photojournal.jpl.nasa.gov/catalog/PIA06910",vlm_images/PIA06910.jpg
PIA06907,supernova,Three Great Eyes on Kepler Supernova   Remnant,"NASA's three Great Observatories -- the Hubble Space Telescope, the SpitzerSpace Telescope, and the Chandra X-ray Observatory -- joined forces to probe theexpanding remains of a supernova, called Kepler's supernova remnant, first seen 400 years ago by sky watchers, including astronomer Johannes Kepler.  The combined image unveils a bubble-shaped shroud of gas and dust that is 14light-years wide and is expanding at 4 million miles per hour (2,000 kilometersper second). Observations from each telescope highlight distinct features of thesupernova remnant, a fast-moving shell of iron-rich material from the explodedstar, surrounded by an expanding shock wave that is sweeping up interstellar gasand dust.  Each color in this image represents a different region of the electromagneticspectrum, from X-rays to infrared light. These diverse colors are shown in thepanel of photographs below the composite image. The X-ray and infrared datacannot be seen with the human eye. By color-coding those data and combining themwith Hubble's visible-light view, astronomers are presenting a more completepicture of the supernova remnant.  Visible-light images from the Hubble telescope (colored yellow) reveal where the supernova shock wave is slamming into the densest regions of surrounding gas.The bright glowing knots are dense clumps from instabilities that form behindthe shock wave. The Hubble data also show thin filaments of gas that look likerippled sheets seen edge-on. These filaments reveal where the shock wave isencountering lower-density, more uniform interstellar material.  The Spitzer telescope shows microscopic dust particles (colored red) that havebeen heated by the supernova shock wave. The dust re-radiates the shock wave'senergy as infrared light. The Spitzer data are brightest in the regionssurrounding those seen in detail by the Hubble telescope.  The Chandra X-ray data show regions of very hot gas, and extremely high-energyparticles. The hottest gas (higher-energy X-rays, colored blue) is locatedprimarily in the regions directly behind the shock front. These regions alsoshow up in the Hubble observations, and also align with the faint rim of glowingmaterial seen in the Spitzer data. The X-rays from the region on the lower left(colored blue) may be dominated by extremely high-energy electrons that wereproduced by the shock wave and are radiating at radio through X-ray wavelengthsas they spiral in the intensified magnetic field behind the shock front. CoolerX-ray gas (lower-energy X-rays, colored green) resides in a thick interior shelland marks the location of heated material expelled from the exploded star.  Kepler's supernova, the last such object seen to explode in our Milky Waygalaxy, resides about 13,000 light-years away in the constellation Ophiuchus.  The Chandra observations were taken in June 2000, the Hubble in August 2003;and the Spitzer in August 2004.  http://photojournal.jpl.nasa.gov/catalog/PIA06907",vlm_images/PIA06907.jpg
PIA22351,supernova,Kepler Beyond Planets: Finding Exploding Stars (Type Felt Supernova),"This frame from an animation shows a kind of stellar explosion called a Fast-Evolving Luminous Transient. In this case, a giant star ""burps"" out a shell of gas and dust about a year before exploding. Most of the energy from the supernova turns into light when it hits this previously ejected material, resulting in a short, but brilliant burst of radiation.  Stellar explosions forge and distribute materials that make up the world in which we live, and also hold clues to how fast the universe is expanding. By understanding supernovae, scientists can unlock mysteries that are key to what we are made of and the fate of our universe. But to get the full picture, scientists must observe supernovae from a variety of perspectives, especially in the first moments of the explosion. That's really difficult -- there's no telling when or where a supernova might happen next.  An animation is available at https://photojournal.jpl.nasa.gov/catalog/PIA22351",vlm_images/PIA22351.jpg
